route_id,trip_id,service_id,trip_short_name,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,drt_advance_book_min,bikes_allowed,peak_offpeak,boarding_type
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1013,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1014,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1015,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1016,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1017,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1018,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1019,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1020,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1021,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1022,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1023,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1024,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1025,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1026,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1027,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1028,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1029,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1030,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1031,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1032,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1033,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1034,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1035,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1036,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1037,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1038,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1039,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1040,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1041,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1042,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1043,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1044,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1045,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1046,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1047,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1048,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1049,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1050,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1051,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1052,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1053,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1054,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1055,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1056,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1057,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1058,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1059,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1060,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1061,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1062,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1063,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1064,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1065,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1066,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1067,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1068,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1069,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1070,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1071,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1072,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1073,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1074,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1075,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1076,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1077,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1078,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1079,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1080,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1081,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1082,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1083,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1084,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1085,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1086,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1087,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1088,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1089,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1090,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1091,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1092,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1093,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1094,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1095,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1096,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1097,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1098,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1099,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1100,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1101,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1102,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1103,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1104,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1105,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1106,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1107,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1108,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1109,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1110,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1111,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1112,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1113,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1114,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1115,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1116,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Lynnwood City Center,1,,S01:N23,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1117,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Beacon Hill,1,,99914:99240,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1118,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Beacon Hill,1,,99914:99240,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1119,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Beacon Hill,1,,99914:99240,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1120,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Beacon Hill,1,,99914:99240,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1121,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Beacon Hill,1,,99914:99240,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_1122,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Beacon Hill,1,,99914:99240,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_2001,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Angle Lake,0,,99121:99913,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_2002,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Angle Lake,0,,99101:99913,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_2003,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Angle Lake,0,,990005:99913,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_2004,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Angle Lake,0,,99121:99913,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_2005,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Angle Lake,0,,N23:S01,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_2006,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Angle Lake,0,,N23:S01,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_2007,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Angle Lake,0,,99121:99913,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_2008,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Angle Lake,0,,N23:S01,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_2009,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Angle Lake,0,,N23:S01,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_2010,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Angle Lake,0,,N23:S01,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_2011,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Angle Lake,0,,N23:S01,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_2012,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Angle Lake,0,,N23:S01,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_2013,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Angle Lake,0,,N23:S01,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_2014,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Angle Lake,0,,N23:S01,1,0.0,1,0,0
100479,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday_100479_2015,LLR_2024-08-31_Jun27_Fall2024_LLE_Initial_Saturday,,Angle Lake,0,,N23:S01,1,0.0,1,0,0
